id,name,url_key,url_product,image_base_url,rating_average,review_count,quantity_sold,brand_name,category,category_id,current_seller,inventory_status,stock_item_qty,original_price,discount,price,seller_rating,review_count_seller,url_seller,Seller_Type
72644676,"Gối Massage Đa Năng KingTech KP-315 - Máy Mát xa Toàn Thân Nhiệt Hồng Ngoại - Chuyên Sâu Cho Cổ, Vai Gáy, Lưng Dưới, Đùi, Chân - Sử Dụng Tại Nhà, Văn Phòng, Trên Ô Tô - Quà Tặng Cho Bạn Bè, Người Thân",goi-massage-da-nang-kingtech-kp-315-may-mat-xa-toan-than-nhiet-hong-ngoai-chuyen-sau-cho-co-vai-gay-lung-duoi-dui-chan-su-dung-tai-nha-van-phong-tren-o-to-qua-tang-cho-ban-be-nguoi-than-p72644676,https://tiki.vn/goi-massage-da-nang-kingtech-kp-315-may-mat-xa-toan-than-nhiet-hong-ngoai-chuyen-sau-cho-co-vai-gay-lung-duoi-dui-chan-su-dung-tai-nha-van-phong-tren-o-to-qua-tang-cho-ban-be-nguoi-than-p72644676.html,https://salt.tikicdn.com/ts/product/cd/c8/7c/74e0ff79c8e7f0fee1da64587e5d1079.jpg,4.7,800,"{'text': 'Đã bán 3k', 'value': 3795}",KINGTECH,"['Làm Đẹp - Sức Khỏe', 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'Máy, dụng cụ massage', 'Gối massage']","[1520, 2307, 68193, 68197]",KING TECH OFFICIAL STORE,available,1000,1250000,470000,780000,4.6728,7711,https://tiki.vn/cua-hang/king-tech-official-store,KING TECH OFFICIAL STORE
46179013,"Máy Massage Cầm Tay KINGTECH KH-320 - 6 Cấp Độ, Hỗ Trợ Mát Xa Chuyên Sâu, Giảm Đau Cơ, Cứng Khớp - Quà Tặng Cho Sức Khỏe",may-massage-cam-tay-cao-cap-kingtech-kh-320-6-cap-do-ho-tro-mat-xa-chuyen-sau-giam-dau-co-cung-khop-qua-tang-cho-suc-khoe-p46179013,https://tiki.vn/may-massage-cam-tay-cao-cap-kingtech-kh-320-6-cap-do-ho-tro-mat-xa-chuyen-sau-giam-dau-co-cung-khop-qua-tang-cho-suc-khoe-p46179013.html,https://salt.tikicdn.com/ts/product/63/df/ba/db7e7eff7b9d0231d9a9d2b8e9267dee.jpg,4.7,1246,"{'text': 'Đã bán 6k', 'value': 6777}",KINGTECH,"['Làm Đẹp - Sức Khỏe', 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'Máy, dụng cụ massage', 'Máy massage cầm tay']","[1520, 2307, 68193, 68200]",KING TECH OFFICIAL STORE,available,1000,950000,0,950000,4.6728,7711,https://tiki.vn/cua-hang/king-tech-official-store,KING TECH OFFICIAL STORE
25108217,Sữa rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,sua-rua-mat-ngan-ngua-mun-acnes-creamy-wash-100g-p25108217,https://tiki.vn/sua-rua-mat-ngan-ngua-mun-acnes-creamy-wash-100g-p25108217.html,https://salt.tikicdn.com/ts/product/99/b6/5c/77bb1021669eea37547fc18454475b0b.jpg,5.0,227,"{'text': 'Đã bán 90k', 'value': 90624}",Acnes,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Sữa rửa mặt']","[1520, 1582, 1583]",Tiki Trading,available,1000,68000,10000,58000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
22254660,"Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g",combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660,https://tiki.vn/combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660.html,https://salt.tikicdn.com/ts/product/20/e9/d9/9f42d1c33f9956d325f2d9f0214e0964.png,4.7,2511,"{'text': 'Đã bán 26k', 'value': 26844}",TRESemmé,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc tóc và da đầu', 'Dầu gội, dầu xả', 'Dầu Gội', 'Dầu gội bóng mượt, phục hồi hư tổn']","[1520, 1591, 8222, 1613, 68293]",Tiki Trading,available,1000,462000,118000,344000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
22052325,Sữa rửa mặt cho nam Oxy sạch sâu mát lạnh dạng kem Oxy Perfect Wash 100g,sua-rua-mat-cho-nam-oxy-sach-sau-mat-lanh-dang-kem-oxy-perfect-wash-100g-p22052325,https://tiki.vn/sua-rua-mat-cho-nam-oxy-sach-sau-mat-lanh-dang-kem-oxy-perfect-wash-100g-p22052325.html,https://salt.tikicdn.com/ts/product/c5/ab/c3/a585e022c519d9be482308e824ab8a71.jpg,4.8,94,"{'text': 'Đã bán 62k', 'value': 62317}",OXY,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Sữa rửa mặt']","[1520, 1582, 1583]",Tiki Trading,available,1000,82000,14000,68000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
20541866,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 50ml",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-50ml-p20541866,https://tiki.vn/dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-50ml-p20541866.html,https://salt.tikicdn.com/ts/product/db/bd/0d/beb266237eb39854dc2a41252055621e.jpg,4.8,397,"{'text': 'Đã bán 118k', 'value': 118857}",Selsun,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc tóc và da đầu', 'Dầu gội, dầu xả', 'Dầu Gội', 'Dầu gội sạch gàu']","[1520, 1591, 8222, 1613, 68295]",Tiki Trading,available,1000,59000,7900,51100,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
14115539,Nước tẩy trang SENKA A.L.L. CLEAR WATER Micellar Formula White 230ml,nuoc-tay-trang-senka-a-l-l-clear-water-micellar-formula-white-230ml-p14115539,https://tiki.vn/nuoc-tay-trang-senka-a-l-l-clear-water-micellar-formula-white-230ml-p14115539.html,https://salt.tikicdn.com/ts/product/51/6f/2d/9d5a9ce3b589e4d97af1f0a2c74d8501.png,4.6,290,"{'text': 'Đã bán 18k', 'value': 18461}",Senka,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Dung dịch tẩy trang']","[1520, 1582, 11605]",Tiki Trading,available,1000,119000,24100,94900,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
10298023,Saffron nhụy hoa nghệ tây Kingdom Herb Iran chính hãng loại thượng hạng hộp 1 gram,saffron-kingdom-nhuy-hoa-nghe-tay-iran-loai-negin-hop-1-gram-p10298023,https://tiki.vn/saffron-kingdom-nhuy-hoa-nghe-tay-iran-loai-negin-hop-1-gram-p10298023.html,https://salt.tikicdn.com/ts/product/95/9e/fe/9baf5eebcd7690bf5bf25ec1ecb7e902.jpg,4.8,689,"{'text': 'Đã bán 3k', 'value': 3656}",Kingdom Herb,"['Làm Đẹp - Sức Khỏe', 'Sản phẩm thiên nhiên & Khác', 'Sản phẩm thiên nhiên làm đẹp']","[1520, 5873, 11868]",Kingdom Herb Official,available,1000,519000,227000,292000,4.8013,1399,https://tiki.vn/cua-hang/saffron-kingdom-nhuy-hoa-nghe-tay-iran,Kingdom Herb Official
10071383,Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383,https://tiki.vn/sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383.html,https://salt.tikicdn.com/ts/product/17/cd/f9/bbd1ea5c0593cf4076abd02c9ed0db82.png,4.7,1469,"{'text': 'Đã bán 11k', 'value': 11510}",Lifebuoy,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc cơ thể', 'Tắm và dụng cụ tắm', 'Sữa tắm']","[1520, 1592, 8212, 1598]",Tiki Trading,available,1000,214500,38500,176000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
6874429,Miếng dán mụn giúp giảm mụn sưng viêm Acnes Clear Patch (24 Miếng),mieng-dan-mun-giup-giam-mun-sung-viem-acnes-clear-patch-24-mieng-p6874429,https://tiki.vn/mieng-dan-mun-giup-giam-mun-sung-viem-acnes-clear-patch-24-mieng-p6874429.html,https://salt.tikicdn.com/ts/product/d9/84/88/9c00b322717088e40c77db1de448a3aa.jpg,4.7,316,"{'text': 'Đã bán 50k', 'value': 50305}",Acnes,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Sản phẩm trị mụn và sẹo', 'Miếng dán mụn']","[1520, 1582, 3426, 5891]",Tiki Trading,available,1000,60000,8500,51500,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
5902685,"Sữa rửa mặt vitamin làm sáng da, mờ sẹo thâm dạng kem Acnes Vitamin Cleanser 100g",sua-rua-mat-vitamin-lam-sang-da-mo-seo-tham-dang-kem-acnes-vitamin-cleanser-100g-p5902685,https://tiki.vn/sua-rua-mat-vitamin-lam-sang-da-mo-seo-tham-dang-kem-acnes-vitamin-cleanser-100g-p5902685.html,https://salt.tikicdn.com/ts/product/eb/21/7a/2d2e8dd3e2bd882983e0a4c01b88718e.jpg,4.8,313,"{'text': 'Đã bán 97k', 'value': 97986}",Acnes,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Sữa rửa mặt']","[1520, 1582, 1583]",Tiki Trading,available,1000,68000,10000,58000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
5560235,Gel bôi trơn Durex Play Classic 50ml,gel-boi-tron-durex-play-classic-50ml-p5560235,https://tiki.vn/gel-boi-tron-durex-play-classic-50ml-p5560235.html,https://salt.tikicdn.com/ts/product/76/f6/f9/6a0bc52e1c67cd46cdf7e22af05f2e98.jpg,4.6,1511,"{'text': 'Đã bán 24k', 'value': 24248}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Gel bôi trơn']","[1520, 8142, 1631]",Tiki Trading,available,1000,93000,11000,82000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
1672211,Gel bôi trơn Durex Play Warming 100ml,gel-boi-tron-durex-play-warming-100ml-p1672211,https://tiki.vn/gel-boi-tron-durex-play-warming-100ml-p1672211.html,https://salt.tikicdn.com/ts/product/75/3c/b1/53a136501212038f45b6a6ab37f93c76.jpg,4.6,519,"{'text': 'Đã bán 7k', 'value': 7238}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Gel bôi trơn']","[1520, 8142, 1631]",Tiki Trading,available,1000,194000,24000,170000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
1672157,Bao cao su Durex Invisible Extra Thin Extra Sensitive 1 Hộp 10 Bao,bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157,https://tiki.vn/bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157.html,https://salt.tikicdn.com/media/catalog/producttmp/47/3f/fe/d2bf86f38da79c5ddfdce7de381230d0.jpg,4.7,1723,"{'text': 'Đã bán 44k', 'value': 44826}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Bao cao su']","[1520, 8142, 1630]",Tiki Trading,available,1000,317000,101000,216000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
1672155,Bao cao su Durex Kingtex 3 bao,bao-cao-su-durex-kingtex-3-bao-p1672155,https://tiki.vn/bao-cao-su-durex-kingtex-3-bao-p1672155.html,https://salt.tikicdn.com/ts/product/84/a9/70/20940693535f938d9c027fc22850194e.jpg,4.6,592,"{'text': 'Đã bán 22k', 'value': 22399}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Bao cao su']","[1520, 8142, 1630]",Tiki Trading,available,1000,49000,11000,38000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
1672153,Bao cao su Durex Performa 12 bao,bao-cao-su-durex-performa-12-bao-p1672153,https://tiki.vn/bao-cao-su-durex-performa-12-bao-p1672153.html,https://salt.tikicdn.com/media/catalog/producttmp/b1/27/59/dd929396a3a58056da5a1d52ed047e78.jpg,4.7,1505,"{'text': 'Đã bán 33k', 'value': 33629}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Bao cao su']","[1520, 8142, 1630]",Tiki Trading,available,1000,308000,87000,221000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
1634983,Phim Thấm Dầu Acnes Oil Remover Film 50 Tờ,phim-tham-dau-acnes-oil-remover-film-50-to-p1634983,https://tiki.vn/phim-tham-dau-acnes-oil-remover-film-50-to-p1634983.html,https://salt.tikicdn.com/ts/product/b5/68/c1/6f53928f38d47d114d9799ae653be795.jpg,5.0,111,"{'text': 'Đã bán 20k', 'value': 20176}",Acnes,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Bông tẩy trang']","[1520, 1582, 5865]",Tiki Trading,available,1000,69000,41000,28000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
