id,name,breadcrumbs,url_key,image_base_url,rating_average,review_count,quantity_sold,brand_name,current_seller,inventory_status,stock_item_qty,original_price,discount,URL_seller,Rating_seller,Seller_Type,Seller_Location
121485349,"[Nhập Coupon giảm ngay 50K]Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm, Chải Sạch Mảng Bám Tới 10X - Trắng Sáng","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-rang-mieng/c1625', 'name': 'Chăm sóc răng miệng', 'category_id': 1625}, {'url': '/ban-chai-danh-rang/c11833', 'name': 'Bàn chải đánh răng', 'category_id': 11833}, {'url': '/ban-chai-dien/c53348', 'name': 'Bàn chải điện', 'category_id': 53348}, {'url': '/than-ban-chai-dien/c68303', 'name': 'Thân bàn chải điện', 'category_id': 68303}, {'url': '/ban-chai-dien-song-am/c68308', 'name': 'Bàn chải điện sóng âm', 'category_id': 68308}, {'url': 'https://tiki.vn/ban-chai-dien-p-s-s100-pro-cong-nghe-song-am-chai-sach-mang-bam-toi-10x-trang-sang-p121485349.html', 'name': '[Nhập Coupon giảm ngay 50K]Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm, Chải Sạch Mảng Bám Tới 10X - Trắng Sáng', 'category_id': 0}]",ban-chai-dien-p-s-s100-pro-cong-nghe-song-am-chai-sach-mang-bam-toi-10x-trang-sang-p121485349,https://salt.tikicdn.com/ts/product/1c/d4/59/973c2cb3a80570ae746d4942673f436e.png,4.7,937,"{'text': 'Đã bán 4k', 'value': 4108}",P/S,Tiki Trading,available,1000,1300006,451006,https://tiki.vn/cua-hang/tiki-trading,,,
118708687,Máy Đo Nồng Độ Oxy Trong Máu và Nhịp Tim Dạng Kẹp Ngón Tay KINGTECH PULSE SPO2 - Hàng Chuẩn,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/may-massage-thiet-bi-cham-soc-suc-khoe/c2307', 'name': 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'category_id': 2307}, {'url': '/dung-cu-theo-doi-suc-khoe/c11903', 'name': 'Dụng cụ theo dõi sức khỏe', 'category_id': 11903}, {'url': '/may-do-nong-do-oxy-mau/c11907', 'name': 'Máy đo nồng độ oxy máu', 'category_id': 11907}, {'url': 'https://tiki.vn/may-do-nong-do-oxy-trong-mau-va-nhip-tim-dang-kep-ngon-tay-kingtech-pulse-spo2-hang-chuan-p118708687.html', 'name': 'Máy Đo Nồng Độ Oxy Trong Máu và Nhịp Tim Dạng Kẹp Ngón Tay KINGTECH PULSE SPO2 - Hàng Chuẩn', 'category_id': 0}]",may-do-nong-do-oxy-trong-mau-va-nhip-tim-dang-kep-ngon-tay-kingtech-pulse-spo2-hang-chuan-p118708687,https://salt.tikicdn.com/ts/product/25/32/0d/9dec64856bce74d8bb6a58804a797c5b.jpg,4.8,1459,"{'text': 'Đã bán 6k', 'value': 6205}",KINGTECH,KING TECH OFFICIAL STORE,available,1000,495000,245000,https://tiki.vn/cua-hang/king-tech-official-store,,,
108535251,Bao cao su Sagami 002 - Siêu mỏng - Non Latex - Hộp 6 chiếc,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-sagami-002-sieu-mong-non-latex-hop-6-chiec-p108535251.html', 'name': 'Bao cao su Sagami 002 - Siêu mỏng - Non Latex - Hộp 6 chiếc', 'category_id': 0}]",bao-cao-su-sagami-002-sieu-mong-non-latex-hop-6-chiec-p108535251,https://salt.tikicdn.com/ts/product/63/cd/80/5f169562fdde38545c7fd66f34038004.png,4.3,4,"{'text': 'Đã bán 59', 'value': 59}",Sagami,Thiết bị y tế Gia Đình HME,available,1000,218000,3000,https://tiki.vn/cua-hang/thiet-bi-y-te-gia-dinh-hme,,,
95253531,"Combo Dầu gội, Dầu xả & Kem ủ TRESEMME Keratin Smooth Dưỡng tóc vào nếp suôn mượt vào nếp suôn mượt Công thức chuẩn salon Hydrolyzed Keratin 640g, 620g, 180ml","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-toc-da-dau/c1591', 'name': 'Chăm sóc tóc và da đầu', 'category_id': 1591}, {'url': '/dau-goi-dau-xa/c8222', 'name': 'Dầu gội, dầu xả', 'category_id': 8222}, {'url': '/dau-goi/c1613', 'name': 'Dầu Gội', 'category_id': 1613}, {'url': '/dau-goi-bong-muot-phuc-hoi-hu-ton/c68293', 'name': 'Dầu gội bóng mượt, phục hồi hư tổn', 'category_id': 68293}, {'url': 'https://tiki.vn/combo-dau-goi-dau-xa-kem-u-tresemme-keratin-smooth-duong-toc-vao-nep-suon-muot-vao-nep-suon-muot-cong-thuc-chuan-salon-hydrolyzed-keratin-640g-620g-180ml-p95253531.html', 'name': 'Combo Dầu gội, Dầu xả & Kem ủ TRESEMME Keratin Smooth Dưỡng tóc vào nếp suôn mượt vào nếp suôn mượt Công thức chuẩn salon Hydrolyzed Keratin 640g, 620g, 180ml', 'category_id': 0}]",combo-dau-goi-dau-xa-kem-u-tresemme-keratin-smooth-duong-toc-vao-nep-suon-muot-vao-nep-suon-muot-cong-thuc-chuan-salon-hydrolyzed-keratin-640g-620g-180ml-p95253531,https://salt.tikicdn.com/ts/product/b3/9f/52/16798c98b16f860ab175b29278b23bd7.png,4.7,478,"{'text': 'Đã bán 4k', 'value': 4086}",TRESemmé,Tiki Trading,available,1000,640000,190000,https://tiki.vn/cua-hang/tiki-trading,,,
93078800,Combo 2 Nước rửa tay Lifebuoy bạc bảo vệ túi 400g,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-ca-nhan/c1594', 'name': 'Chăm sóc cá nhân', 'category_id': 1594}, {'url': '/cham-soc-tay-chan/c68589', 'name': 'Chăm sóc tay, chân', 'category_id': 68589}, {'url': '/nuoc-rua-tay/c68591', 'name': 'Nước rửa tay', 'category_id': 68591}, {'url': 'https://tiki.vn/combo-2-nuoc-rua-tay-lifebuoy-bac-bao-ve-tui-450g-p93078800.html', 'name': 'Combo 2 Nước rửa tay Lifebuoy bạc bảo vệ túi 400g', 'category_id': 0}]",combo-2-nuoc-rua-tay-lifebuoy-bac-bao-ve-tui-450g-p93078800,https://salt.tikicdn.com/ts/product/13/6f/6d/a7dcbced76ccb93fdc7955092d3e1d1c.png,5.0,419,"{'text': 'Đã bán 7k', 'value': 7914}",Lifebuoy,Tiki Trading,available,1000,118000,0,https://tiki.vn/cua-hang/tiki-trading,,,
91565733,Chỉ nha khoa SGS nhập khẩu Hàn Quốc - 500D hương bạc hà mới,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-rang-mieng/c1625', 'name': 'Chăm sóc răng miệng', 'category_id': 1625}, {'url': '/chi-tam-nha-khoa/c68319', 'name': 'Chỉ, tăm nha khoa', 'category_id': 68319}, {'url': '/chi-nha-khoa/c1628', 'name': 'Chỉ nha khoa', 'category_id': 1628}, {'url': 'https://tiki.vn/chi-nha-khoa-sgs-nhap-khau-han-quoc-500d-huong-bac-ha-moi-p91565733.html', 'name': 'Chỉ nha khoa SGS nhập khẩu Hàn Quốc - 500D hương bạc hà mới', 'category_id': 0}]",chi-nha-khoa-sgs-nhap-khau-han-quoc-500d-huong-bac-ha-moi-p91565733,https://salt.tikicdn.com/ts/product/9f/10/0b/d5bf6624a5e6400b4bc61679b15b9ec2.jpg,4.8,53,"{'text': 'Đã bán 480', 'value': 480}",SGS,KWHOUSE STORE,available,1000,70000,35000,https://tiki.vn/cua-hang/kwhouse-store,,,
72644676,"Gối Massage Đa Năng KingTech KP-315 - Máy Mát xa Toàn Thân Nhiệt Hồng Ngoại - Chuyên Sâu Cho Cổ, Vai Gáy, Lưng Dưới, Đùi, Chân - Sử Dụng Tại Nhà, Văn Phòng, Trên Ô Tô - Quà Tặng Cho Bạn Bè, Người Thân","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/may-massage-thiet-bi-cham-soc-suc-khoe/c2307', 'name': 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'category_id': 2307}, {'url': '/may-dung-cu-massage/c68193', 'name': 'Máy, dụng cụ massage', 'category_id': 68193}, {'url': '/goi-massage/c68197', 'name': 'Gối massage', 'category_id': 68197}, {'url': 'https://tiki.vn/goi-massage-da-nang-kingtech-kp-315-may-mat-xa-toan-than-nhiet-hong-ngoai-chuyen-sau-cho-co-vai-gay-lung-duoi-dui-chan-su-dung-tai-nha-van-phong-tren-o-to-qua-tang-cho-ban-be-nguoi-than-p72644676.html', 'name': 'Gối Massage Đa Năng KingTech KP-315 - Máy Mát xa Toàn Thân Nhiệt Hồng Ngoại - Chuyên Sâu Cho Cổ, Vai Gáy, Lưng Dưới, Đùi, Chân - Sử Dụng Tại Nhà, Văn Phòng, Trên Ô Tô - Quà Tặng Cho Bạn Bè, Người Thân', 'category_id': 0}]",goi-massage-da-nang-kingtech-kp-315-may-mat-xa-toan-than-nhiet-hong-ngoai-chuyen-sau-cho-co-vai-gay-lung-duoi-dui-chan-su-dung-tai-nha-van-phong-tren-o-to-qua-tang-cho-ban-be-nguoi-than-p72644676,https://salt.tikicdn.com/ts/product/cd/c8/7c/74e0ff79c8e7f0fee1da64587e5d1079.jpg,4.7,800,"{'text': 'Đã bán 3k', 'value': 3795}",KINGTECH,KING TECH OFFICIAL STORE,available,1000,1250000,470000,https://tiki.vn/cua-hang/king-tech-official-store,,,
46179013,"Máy Massage Cầm Tay KINGTECH KH-320 - 6 Cấp Độ, Hỗ Trợ Mát Xa Chuyên Sâu, Giảm Đau Cơ, Cứng Khớp - Quà Tặng Cho Sức Khỏe","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/may-massage-thiet-bi-cham-soc-suc-khoe/c2307', 'name': 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'category_id': 2307}, {'url': '/may-dung-cu-massage/c68193', 'name': 'Máy, dụng cụ massage', 'category_id': 68193}, {'url': '/may-massage-cam-tay/c68200', 'name': 'Máy massage cầm tay', 'category_id': 68200}, {'url': 'https://tiki.vn/may-massage-cam-tay-cao-cap-kingtech-kh-320-6-cap-do-ho-tro-mat-xa-chuyen-sau-giam-dau-co-cung-khop-qua-tang-cho-suc-khoe-p46179013.html', 'name': 'Máy Massage Cầm Tay KINGTECH KH-320 - 6 Cấp Độ, Hỗ Trợ Mát Xa Chuyên Sâu, Giảm Đau Cơ, Cứng Khớp - Quà Tặng Cho Sức Khỏe', 'category_id': 0}]",may-massage-cam-tay-cao-cap-kingtech-kh-320-6-cap-do-ho-tro-mat-xa-chuyen-sau-giam-dau-co-cung-khop-qua-tang-cho-suc-khoe-p46179013,https://salt.tikicdn.com/ts/product/63/df/ba/db7e7eff7b9d0231d9a9d2b8e9267dee.jpg,4.7,1246,"{'text': 'Đã bán 6k', 'value': 6777}",KINGTECH,KING TECH OFFICIAL STORE,available,1000,950000,0,https://tiki.vn/cua-hang/king-tech-official-store,,,
25108217,Sữa rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/sua-rua-mat/c1583', 'name': 'Sữa rửa mặt', 'category_id': 1583}, {'url': 'https://tiki.vn/sua-rua-mat-ngan-ngua-mun-acnes-creamy-wash-100g-p25108217.html', 'name': 'Sữa rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g', 'category_id': 0}]",sua-rua-mat-ngan-ngua-mun-acnes-creamy-wash-100g-p25108217,https://salt.tikicdn.com/ts/product/99/b6/5c/77bb1021669eea37547fc18454475b0b.jpg,5.0,227,"{'text': 'Đã bán 90k', 'value': 90624}",Acnes,Tiki Trading,available,1000,68000,9900,https://tiki.vn/cua-hang/tiki-trading,,,
22254660,"Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-toc-da-dau/c1591', 'name': 'Chăm sóc tóc và da đầu', 'category_id': 1591}, {'url': '/dau-goi-dau-xa/c8222', 'name': 'Dầu gội, dầu xả', 'category_id': 8222}, {'url': '/dau-goi/c1613', 'name': 'Dầu Gội', 'category_id': 1613}, {'url': '/dau-goi-bong-muot-phuc-hoi-hu-ton/c68293', 'name': 'Dầu gội bóng mượt, phục hồi hư tổn', 'category_id': 68293}, {'url': 'https://tiki.vn/combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660.html', 'name': 'Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g', 'category_id': 0}]",combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660,https://salt.tikicdn.com/ts/product/20/e9/d9/9f42d1c33f9956d325f2d9f0214e0964.png,4.7,2511,"{'text': 'Đã bán 26k', 'value': 26844}",TRESemmé,Tiki Trading,available,1000,462000,118000,https://tiki.vn/cua-hang/tiki-trading,,,
22052325,Sữa rửa mặt cho nam Oxy sạch sâu mát lạnh dạng kem Oxy Perfect Wash 100g,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/sua-rua-mat/c1583', 'name': 'Sữa rửa mặt', 'category_id': 1583}, {'url': 'https://tiki.vn/sua-rua-mat-cho-nam-oxy-sach-sau-mat-lanh-dang-kem-oxy-perfect-wash-100g-p22052325.html', 'name': 'Sữa rửa mặt cho nam Oxy sạch sâu mát lạnh dạng kem Oxy Perfect Wash 100g', 'category_id': 0}]",sua-rua-mat-cho-nam-oxy-sach-sau-mat-lanh-dang-kem-oxy-perfect-wash-100g-p22052325,https://salt.tikicdn.com/ts/product/c5/ab/c3/a585e022c519d9be482308e824ab8a71.jpg,4.8,94,"{'text': 'Đã bán 62k', 'value': 62317}",OXY,Tiki Trading,available,1000,82000,13900,https://tiki.vn/cua-hang/tiki-trading,,,
