productID,productName,productURL,productImage,productRating,productNumRate,productNumSold,productBrand,categoryID,categoryInfo,productOrgPrice,productCrtPrice,sellerID,sellerName,sellerURL,sellerRating,sellerType,sellerLocation,inventoryStatus,inventoryStock,promotion
122794217,Sơn nước BEAUTY Nội thất Trong nhà màu Xám nhạt đậm đen xám lông chuột 1 Lít của URAI PAINTS,son-nuoc-beauty-noi-that-trong-nha-mau-xam-nhat-dam-den-xam-long-chuot-1-lit-cua-urai-paints-122794217,https://media3.scdn.vn/img4/2024/12_28/aCU1rvXzqgUjyxtHJ4V8_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2849/3640/3656,"[{""id"": 2849, ""title"": ""Tân Trang Nhà Cửa"", ""path"": ""tan-trang-nha-cua"", ""url_key"": ""tan-trang-nha-cua""}, {""id"": 3640, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac"", ""url_key"": ""tan-trang-nha-cua-khac""}, {""id"": 3656, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac/tan-trang-nha-cua-khac-3"", ""url_key"": ""tan-trang-nha-cua-khac-3""}]",109000,109000,820403,SON CHAU,shop/son-chau,4.8,"[""shop_plus""]",Bà Rịa–Vũng Tàu,1,666,0
117739130,Khánh treo gương xe ô tô thiên nga đuôi đá pha lê cao cấp trang trí nội thất xế yêu,khanh-treo-guong-xe-o-to-thien-nga-duoi-da-pha-le-cao-cap-trang-tri-noi-that-xe-yeu-117739130,https://media3.scdn.vn/img4/2024/07_23/IMGb2pl3d6IsaeJF94Z4_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2150/2157/2172,"[{""id"": 2150, ""title"": ""Ô tô - Xe máy"", ""path"": ""o-to-xe-may"", ""url_key"": ""o-to-xe-may""}, {""id"": 2157, ""title"": ""Phụ kiện bên trong ô tô"", ""path"": ""o-to-xe-may/phu-kien-ben-trong-o-to"", ""url_key"": ""phu-kien-ben-trong-o-to""}, {""id"": 2172, ""title"": ""Phụ kiện bên trong ô tô khác"", ""path"": ""o-to-xe-may/phu-kien-ben-trong-o-to/phu-kien-ben-trong-o-to-khac"", ""url_key"": ""phu-kien-ben-trong-o-to-khac""}]",671200,638000,988194,Mua Hàng Ưu Đãi,shop/mua-hang-uu-dai,1,"[""shop_plus""]",Lâm Đồng,1,199,6
123705673,Sơn nước Lau Chùi Thoải Mái BEAUTY EZ CLEAN Nội thất trong nhà cao cấp màu kem nâu gạch đất socola  1 Lít,son-nuoc-lau-chui-thoai-mai-beauty-ez-clean-noi-that-trong-nha-cao-cap-mau-kem-nau-gach-dat-socola-1-lit-123705673,https://media3.scdn.vn/img4/2025/01_16/BNyrA5nz3vubFVBzF8Ra_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2849/3640/3656,"[{""id"": 2849, ""title"": ""Tân Trang Nhà Cửa"", ""path"": ""tan-trang-nha-cua"", ""url_key"": ""tan-trang-nha-cua""}, {""id"": 3640, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac"", ""url_key"": ""tan-trang-nha-cua-khac""}, {""id"": 3656, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac/tan-trang-nha-cua-khac-3"", ""url_key"": ""tan-trang-nha-cua-khac-3""}]",124000,124000,820403,SON CHAU,shop/son-chau,4.8,"[""shop_plus""]",Bà Rịa–Vũng Tàu,1,60,0
121225033,"Sơn nước Lau Chùi Thoải Mái BEAUTY EZ CLEAN Nội thất trong nhà cao cấp màukem nhạt , xanh lá green, lá mạ 1 Lít",son-nuoc-lau-chui-thoai-mai-beauty-ez-clean-noi-that-trong-nha-cao-cap-maukem-nhat-xanh-la-green-la-ma-1-lit-121225033,https://media3.scdn.vn/img4/2024/12_21/At46UuZIyVOUri7EgrEL_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2849/3640/3656,"[{""id"": 2849, ""title"": ""Tân Trang Nhà Cửa"", ""path"": ""tan-trang-nha-cua"", ""url_key"": ""tan-trang-nha-cua""}, {""id"": 3640, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac"", ""url_key"": ""tan-trang-nha-cua-khac""}, {""id"": 3656, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac/tan-trang-nha-cua-khac-3"", ""url_key"": ""tan-trang-nha-cua-khac-3""}]",123000,123000,820403,SON CHAU,shop/son-chau,4.8,"[""shop_plus""]",Bà Rịa–Vũng Tàu,1,60,0
122812260,Sơn nước Lau Chùi Thoải Mái BEAUTY EZ CLEAN Nội thất trong nhà cao cấp màu Xám nhạt đậm đen xám lông chuột 1 Lít,son-nuoc-lau-chui-thoai-mai-beauty-ez-clean-noi-that-trong-nha-cao-cap-mau-xam-nhat-dam-den-xam-long-chuot-1-lit-122812260,https://media3.scdn.vn/img4/2024/12_28/iOCbQnoHISWwqg4aQeVZ_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2849/3640/3656,"[{""id"": 2849, ""title"": ""Tân Trang Nhà Cửa"", ""path"": ""tan-trang-nha-cua"", ""url_key"": ""tan-trang-nha-cua""}, {""id"": 3640, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac"", ""url_key"": ""tan-trang-nha-cua-khac""}, {""id"": 3656, ""title"": ""Tân trang nhà cửa khác"", ""path"": ""tan-trang-nha-cua/tan-trang-nha-cua-khac/tan-trang-nha-cua-khac-3"", ""url_key"": ""tan-trang-nha-cua-khac-3""}]",124000,124000,820403,SON CHAU,shop/son-chau,4.8,"[""shop_plus""]",Bà Rịa–Vũng Tàu,1,60,0
116313905,Bộ dụng cụ mút lau đánh bóng và làm sạch cho nội thất ngoại thất sơn xe có tay cầm,bo-dung-cu-mut-lau-danh-bong-va-lam-sach-cho-noi-that-ngoai-that-son-xe-co-tay-cam-116313905,https://media3.scdn.vn/img4/2024/01_18/FqdGb1UpoTQYFoChN8QZ_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/1019/1074/3669,"[{""id"": 1019, ""title"": ""Nhà Cửa"", ""path"": ""do-dung-trong-nha"", ""url_key"": ""do-dung-trong-nha""}, {""id"": 1074, ""title"": ""Vệ sinh, chăm sóc nhà cửa"", ""path"": ""do-dung-trong-nha/ve-sinh-cham-soc-nha-cua"", ""url_key"": ""ve-sinh-cham-soc-nha-cua""}, {""id"": 3669, ""title"": ""Dụng cụ vệ sinh nhà cửa khác"", ""path"": ""do-dung-trong-nha/ve-sinh-cham-soc-nha-cua/ve-sinh-cham-soc-nha-cua-khac"", ""url_key"": ""ve-sinh-cham-soc-nha-cua-khac""}]",730000,53000,270509,phukienlegiasi1,shop/phukienlegiasi1,4.7,"[""shop_plus""]",TP Hồ Chí Minh,1,11,94
117836276,Chai dưỡng bóng nội thất xe ô tô WAXONE hàng Thái Lan  cao cấp 450ml- Lọ dưỡng bóng xe hơi,chai-duong-bong-noi-that-xe-o-to-waxone-hang-thai-lan-cao-cap-450ml-lo-duong-bong-xe-hoi-117836276,https://media3.scdn.vn/img4/2024/07_23/XqOIOLLlVG33YaquR9Nt_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2150/3431/3510,"[{""id"": 2150, ""title"": ""Ô tô - Xe máy"", ""path"": ""o-to-xe-may"", ""url_key"": ""o-to-xe-may""}, {""id"": 3431, ""title"": ""Chăm sóc và bảo dưỡng ô tô, xe máy"", ""path"": ""o-to-xe-may/cham-soc-va-bao-duong-o-to-xe-may"", ""url_key"": ""cham-soc-va-bao-duong-o-to-xe-may""}, {""id"": 3510, ""title"": ""Chăm sóc và bảo dưỡng ô tô, xe máy khác"", ""path"": ""o-to-xe-may/cham-soc-va-bao-duong-o-to-xe-may/cham-soc-va-bao-duong-o-to-xe-may-khac"", ""url_key"": ""cham-soc-va-bao-duong-o-to-xe-may-khac""}]",538200,525000,988439,Sale Online Upto 50,shop/sale-online-upto-50,2.8,"[""shop_plus""]",Lâm Đồng,1,87,3
117740790,Đôi tình nhân trang trí nội thất xe ô tô- điểm nhấn cho xế yêu,doi-tinh-nhan-trang-tri-noi-that-xe-o-to-diem-nhan-cho-xe-yeu-117740790,https://media3.scdn.vn/img4/2024/07_23/dcL56pZOJsnsPja7aH8f_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2150/2157/2172,"[{""id"": 2150, ""title"": ""Ô tô - Xe máy"", ""path"": ""o-to-xe-may"", ""url_key"": ""o-to-xe-may""}, {""id"": 2157, ""title"": ""Phụ kiện bên trong ô tô"", ""path"": ""o-to-xe-may/phu-kien-ben-trong-o-to"", ""url_key"": ""phu-kien-ben-trong-o-to""}, {""id"": 2172, ""title"": ""Phụ kiện bên trong ô tô khác"", ""path"": ""o-to-xe-may/phu-kien-ben-trong-o-to/phu-kien-ben-trong-o-to-khac"", ""url_key"": ""phu-kien-ben-trong-o-to-khac""}]",485300,474000,988194,Mua Hàng Ưu Đãi,shop/mua-hang-uu-dai,1,"[""shop_plus""]",Lâm Đồng,1,1500,3
117870421,"Gối Bơm Hơi Tam Giác/Hình Trụ/Hình Bán Nguyệt, 1 Chiếc Tặng Kèm Bơm Tay, Gối Hỗ Trợ Vị Trí Cứng, Đệm Nêm, Đa Chức Năng, Giữ Gối Cho Cặp Đôi, Đồ Nội Thất, Nêm Êm Bền Dày Không Thủng Van Kép Kín",goi-bom-hoi-tam-giachinh-truhinh-ban-nguyet-1-chiec-tang-kem-bom-tay-goi-ho-tro-vi-tri-cung-dem-nem-da-chuc-nang-giu-goi-cho-cap-doi-do-noi-that-nem-em-ben-day-khong-thung-van-kep-kin-117870421,https://media3.scdn.vn/img4/2024/09_01/0ozSjL50HPG8y3moRCWa_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/1019/1059/1060,"[{""id"": 1019, ""title"": ""Nhà Cửa"", ""path"": ""do-dung-trong-nha"", ""url_key"": ""do-dung-trong-nha""}, {""id"": 1059, ""title"": ""Đồ dùng phòng ngủ"", ""path"": ""do-dung-trong-nha/do-dung-phong-ngu"", ""url_key"": ""do-dung-phong-ngu""}, {""id"": 1060, ""title"": ""Gối các loại"", ""path"": ""do-dung-trong-nha/do-dung-phong-ngu/goi"", ""url_key"": ""goi""}]",145000,145000,984431,Haketo Mall,shop/haketo-mall,4.7,"[""shop_plus""]",TP Hồ Chí Minh,1,19996,0
106829861,"Led dây dán 5050 RGB không phủ keo SILICON, keo dán 2 mặt tiện dụng dùng trang nội thất thiết kế thi công",led-day-dan-5050-rgb-khong-phu-keo-silicon-keo-dan-2-mat-tien-dung-dung-trang-noi-that-thiet-ke-thi-cong-106829861,https://media3.scdn.vn/img4/2022/11_09/qnnvOHJ4QnPR4QcGidS4_simg_b5529c_250x250_maxb.jpg,4,16,26,OEM,1/2/2849/3343/3350,"[{""id"": 2849, ""title"": ""Tân Trang Nhà Cửa"", ""path"": ""tan-trang-nha-cua"", ""url_key"": ""tan-trang-nha-cua""}, {""id"": 3343, ""title"": ""Các loại đèn"", ""path"": ""tan-trang-nha-cua/cac-loai-den"", ""url_key"": ""cac-loai-den""}, {""id"": 3350, ""title"": ""Đèn LED dây"", ""path"": ""tan-trang-nha-cua/cac-loai-den/den-led-day"", ""url_key"": ""den-led-day""}]",101000,101000,533782,Vua Gia Si,shop/vua-gia-si-,4.7,"[""shop_plus""]",TP Hồ Chí Minh,1,139,0
109396551,Sơn nước màu tím đậm lavender khoai môn Violet Nội thất trong nhà cao cấp Lau Chùi Thoải Mái BEAUTY EZ CLEAN 1 lít,son-nuoc-mau-tim-dam-lavender-khoai-mon-violet-noi-that-trong-nha-cao-cap-lau-chui-thoai-mai-beauty-ez-clean-1-lit-109396551,https://media3.scdn.vn/img4/2022/12_27/cM1CspEDI0CR1Wa5b0Ug_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/2849/3107/3259,"[{""id"": 2849, ""title"": ""Tân Trang Nhà Cửa"", ""path"": ""tan-trang-nha-cua"", ""url_key"": ""tan-trang-nha-cua""}, {""id"": 3107, ""title"": ""Dụng cụ xây dựng cho gia đình"", ""path"": ""tan-trang-nha-cua/dung-cu-xay-dung-cho-gia-dinh"", ""url_key"": ""dung-cu-xay-dung-cho-gia-dinh""}, {""id"": 3259, ""title"": ""Dụng cụ xây dựng khác"", ""path"": ""tan-trang-nha-cua/dung-cu-xay-dung-cho-gia-dinh/dung-cu-xay-dung-khac"", ""url_key"": ""dung-cu-xay-dung-khac""}]",164000,164000,669469,Sơn Nước Sơn Tinh,shop/son-nuoc-son-tinh,4.8,"[""shop_plus""]",Bà Rịa–Vũng Tàu,1,19,0
117749840,Phong thủy ứng dụng trong xây dựng nhà ở - nội thất - khách sạn - nhà hàng mới 80% ố gấp trang 2008 HCM2207 Trúc Quyên TÂM LINH - TÔN GIÁO - THIỀN,phong-thuy-ung-dung-trong-xay-dung-nha-o-noi-that-khach-san-nha-hang-moi-80-o-gap-trang-2008-hcm2207-truc-quyen-tam-linh-ton-giao-thien-117749840,https://media3.scdn.vn/img4/2024/08_19/wv0VOwJle7CnPs6gptxA_simg_b5529c_250x250_maxb.jpg,0,0,0,NXB Trẻ,1/2/2259/2267/2323,"[{""id"": 2259, ""title"": ""Sách & Văn phòng phẩm"", ""path"": ""sach-van-phong-pham"", ""url_key"": ""sach-van-phong-pham""}, {""id"": 2267, ""title"": ""Sách cũ"", ""path"": ""sach-van-phong-pham/sach-cu"", ""url_key"": ""sach-cu""}, {""id"": 2323, ""title"": ""Sách Văn học - Tiểu thuyết cũ"", ""path"": ""sach-van-phong-pham/sach-cu/sach-van-hoc-tieu-thuyet-cu"", ""url_key"": ""sach-van-hoc-tieu-thuyet-cu""}]",45000,38500,970525,Tiệm Sách Blog Mèo,shop/tiem-sach-blog-meo,4.9,"[""shop_mall""]",TP Hồ Chí Minh,1,1,15
116232534,Tạp chí Kiến Trúc và Đời Sống số 210 (Tháng 12-2023) _ Đồ nội thất _ Long lanh khi ở cửa hàng,tap-chi-kien-truc-va-doi-song-so-210-thang-12-2023-do-noi-that-long-lanh-khi-o-cua-hang-116232534,https://media3.scdn.vn/img4/2023/12_10/ZlqfWWmH6TBbkbm56yfV_simg_b5529c_250x250_maxb.jpg,0,0,0,Kiến Trúc & Đời Sống,1/2/2259/2263/2294,"[{""id"": 2259, ""title"": ""Sách & Văn phòng phẩm"", ""path"": ""sach-van-phong-pham"", ""url_key"": ""sach-van-phong-pham""}, {""id"": 2263, ""title"": ""Sách chuyên ngành"", ""path"": ""sach-van-phong-pham/sach-chuyen-nganh"", ""url_key"": ""sach-chuyen-nganh""}, {""id"": 2294, ""title"": ""Kiến trúc"", ""path"": ""sach-van-phong-pham/sach-chuyen-nganh/kien-truc"", ""url_key"": ""kien-truc""}]",35800,35800,860075,Kiến Trúc và Đời Sống,shop/kien-truc-va-doi-song,4.5,"[""shop_mall""]",TP Hồ Chí Minh,1,100,0
114008602,Hộp mô hình lắp ghép DIY nội thất ngôi nhà búp bê kute room màu hồng 323,hop-mo-hinh-lap-ghep-diy-noi-that-ngoi-nha-bup-be-kute-room-mau-hong-323-114008602,https://media3.scdn.vn/img4/2023/04_25/nBE2H20JyeOjkeuiElHV_simg_b5529c_250x250_maxb.jpg,0,0,0,OEM,1/2/1458/1478/1479,"[{""id"": 1458, ""title"": ""Đồ chơi"", ""path"": ""do-choi"", ""url_key"": ""do-choi""}, {""id"": 1478, ""title"": ""Búp bê, thú bông"", ""path"": ""do-choi/bup-be-thu-bong"", ""url_key"": ""bup-be-thu-bong""}, {""id"": 1479, ""title"": ""Búp bê & phụ kiện búp bê"", ""path"": ""do-choi/bup-be-thu-bong/bup-be"", ""url_key"": ""bup-be""}]",400000,400000,352163,Shop đồ chơi trẻ em KIM LONG,shop/shopdochoitreemkimlong,4.6,[],TP Hồ Chí Minh,1,10,0
